Title,Writer,Director,Actor,Actor.Rating,Director.Rating,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance
"Anaconda,Hans Bauer,Luis Llosa,Jennifer Lopez
Anacondas: The Hunt for the Blood Orchid,Hans Bauer,Dwight Little,Johnny Messner
Analyze This,Kenneth Lonergan,Harold Ramis,De
Anastasia,Susan Gauthier,Don Bluth,Meg Ryan
Anchorman: The Legend of Ron Burgundy,Will Ferrell,Adam McKay,Will Ferrell
And Now for Something Completely Different,Graham Chapman,Ian MacNaughton,Graham Chapman
Angel Eyes, Di,Luis Mandoki,Jennifer Lopez
Angel Heart,William Hjortsberg,Alan Parker,Mickey Rourke
Angela's Ashes,Laura Jones,Alan Parker,Emily Watson
Anger Management,David Dorfman,Peter Segal,Adam Sandler
Animal House,Douglas Kenney,John Landis,Tom Hulce
The Animal,Tom Brady,Luke Greenfield,Rob Schneider
Anna and the King,Peter Krikes,Andy Tennant,Jodie Foster
Annie,Harold Gray,John Huston,Albert Finney
Annie Hall,Woody Allen,Woody Allen,Woody Allen
Another Woman,Woody Allen,Woody Allen,Gena Rowlands
Antitrust,Howard Franklin,Peter Howitt,Ryan Phillippe
Antwone Fisher,Antwone Fisher,Denzel Washington,Derek Luke
Antz,Todd Alcott,Eric Darnell,Woody Allen
Any Given Sunday,John Logan,Oliver Stone,Al Pacino
Anything Else,Woody Allen,Woody Allen,Woody Allen
Anywhere But Here,Alvin Sargent,Wayne Wang,Susan Sarandon
Apartment Zero,Martin Donovan,Martin Donovan,Hart Bochner
The Apartment,IAL iamond,Billy Wilder,Jack Lemmon
Apocalypse Now,Joseph Conrad,Francis Coppola,Marlon Brando
Apollo 13, Broyles,Ron Howard,Tom Hanks
The Apostle,Robert Duvall,Robert Duvall,Todd Allen
Apt Pupil,Brandon Boyce,Bryan Singer,Brad Renfro
Arachnophobia,Don Jakoby,Frank Marshall,Jeff Daniels
Are We There Yet?,Steven Banks,Brian Levant,Cube Ice
The Aristocats, , ,""
Arlington Road,Ehren Kruger,Mark Pellington,Jeff Bridges
Armageddon,J.J. Abrams,Michael Bay,Bruce Willis
Army of Darkness, , ,""
Around the World in 80 Days, Andrew,Frank Coraci,Jackie Chan
Around the World in Eighty Days,John Farrow,Michael Anderson,David Niven
Arthur,Steve Gordon,Steve Gordon,Dudley Moore
Artificial Intelligence: AI,Brian Aldiss,Steven Spielberg,Haley Osment
As Good as It Gets,Mark Andrus,James Brooks,Jack Nicholson
Assassins,Brian Helgeland,Richard Donner,Sylvester Stallone
Assault on Precinct 13,John Carpenter,John Carpenter,Austin Stoker
Assault on Precinct 13,John Carpenter,Jean-Franc Richet,Dudley Moore
The Astronaut's Wife,Rand Ravich,Rand Ravich,Johnny Depp
At Close Range,Nicholas Kazan,James Foley,Sean Penn
At First Sight,Steve Levitt,Irwin Winkler,Val Kilmer
Atlantic City,John Guare,Louis Malle,Burt Lancaster
Atlantis: The Lost Empire,Tab Murphy,Gary Trousdale,Michael Fox
Austin Powers in Goldmember,Michael McCullers,Jay Roach,Mike Myers
Austin Powers: International Man of Mystery,Mike Myers,Jay Roach,Mike Myers
Austin Powers: The Spy Who Shagged Me,Michael McCullers,Jay Roach,Mike Myers
Auto Focus,Michael Gerbosi,Paul Schrader,Greg Kinnear
Autumn in New York,Allison Burnett,Joan Chen,Richard Gere
Avalon,Steve Levitt,Irwin Winkler,Val Kilmer
ItAvanti!",IAL iamond,Billy Wilder,Jack Lemmon,1,1,1990s,89,45000000,4.1,10510,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,,1,0,0,0,0,0
The Avengers,Don MacPherson,Jeremiah Chechik,Ralph Fiennes,1,3,1990s,89,60000000,3.4,11499,24.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,PG-13,1,0,0,0,0,0
The Aviator,John Logan,Martin Scorsese,Leonardo DiCaprio,1,1,2000s,170,116000000,7.5,16217,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,PG-13,0,0,0,1,0,0
BUtterfield 8,John Hayes,Daniel Mann,Elizabeth Taylor,1,3,1960s,109,2500000,6,717,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,1,0,0
Babe,Dick King-Smith,Chris Noonan,Christine Cavanaugh,3,3,1990s,89,30000000,7.4,16988,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,,0,0,1,1,0,0
Babe: Pig in the City,Dick King-Smith,George Miller,Magda Szubanski,3,1,1990s,97,80000000,6.5,3827,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,,0,0,1,0,0,0
Baby Boy,John Singleton,John Singleton,Tyrese Gibson,3,1,2000s,130,16000000,6.2,1476,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,R,0,0,0,1,0,1
Baby Geniuses,Bob Clark,Bob Clark,Kathleen Turner,1,2,1990s,97,13000000,2.4,3142,45.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,PG,0,0,1,0,0,0
Baby's Day Out,John Hughes,Patrick Johnson,Joe Mantegna,2,3,1990s,99,50000000,4.4,1856,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,,0,0,1,0,0,0
Bacheha-Ye aseman,Majid Majidi,Majid Majidi,Mohammad Naji,3,2,1990s,89,180000,7.6,1499,4.5,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,34.5,,0,0,1,1,0,0
The Bachelor,Clyde Bruckman,Gary Sinyor,Chris O'Donnell,2,3,1990s,101,21000000,5,4183,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,1
Back to the Future,Bob Gale,Robert Zemeckis,Michael Fox,3,1,1980s,111,19000000,8.1,68647,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,1,0,1,0,0,0
Back to the Future Part II,Bob Gale,Robert Zemeckis,Michael Fox,3,1,1980s,108,40000000,7,28547,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,1,0,0,0
Back to the Future Part III,Bob Gale,Robert Zemeckis,Michael Fox,3,1,1990s,118,40000000,6.7,24682,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,,0,0,1,0,0,0
Bad Boy Bubby, de, de,Nicholas Hope,3,3,1990s,112,750000,7,1033,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,,0,0,1,1,0,0
Bad Boys,Michael Barrie,Michael Bay,Will Smith,1,2,1990s,118,23000000,6.4,15326,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,R,1,0,1,0,0,0
Bad Boys II,George Gallo,Michael Bay,Martin Lawrence,2,2,2000s,145,130000000,6.1,13087,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,R,1,0,1,0,0,0
Bad Company,Michael Browning,Joel Schumacher,Anthony Hopkins,1,3,2000s,116,70000000,5.4,6175,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,PG-13,1,0,1,0,0,0
Bad Santa,Glenn Ficarra,Terry Zwigoff,Billy Thornton,3,1,2000s,98,18000000,7.2,11189,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,1,0,0,0
The Bad Seed,Maxwell Anderson,Mervyn LeRoy,Nancy Kelly,3,3,1950s,129,1000000,7.3,1229,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,24.5,,0,0,0,0,0,0
Bad Taste,Ken Hammon,Peter Jackson,Terry Potter,3,1,1980s,86,150000,6.9,7048,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,,0,0,1,0,0,0
The Bad and the Beautiful,George Bradshaw,Vincente Minnelli,Lana Turner,1,1,1950s,118,1558000,7.6,1358,4.5,4.5,4.5,4.5,4.5,4.5,14.5,34.5,14.5,14.5,,0,0,0,1,0,0
The Badge,Robby Henson,Robby Henson,Billy Thornton,3,3,2000s,103,6000000,6.3,740,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,1,0,0,1,0,0
Badkonake sefid,Abbas Kiarostami,Jafar Panahi,Aida Mohammadkhani,3,3,1990s,85,150000,7.4,618,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,,0,0,0,1,0,0
Badlands,Terrence Malick,Terrence Malick,Martin Sheen,1,1,1970s,94,500000,7.7,4763,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,0,1,0,0
Bait,Tony Gilroy,Antoine Fuqua,Jamie Foxx,1,2,2000s,119,35000000,5.6,1884,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,R,1,0,1,0,0,0
The Ballad of Cable Hogue,John Crawford,Sam Peckinpah,Jason Robards,3,1,1970s,121,3716946,7.2,712,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,,0,0,1,0,0,0
Ballistic: Ecks vs. Sever,Alan McElroy,Wych Kaosayananda,Antonio Banderas,1,3,2000s,91,70000000,3.4,4556,24.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,R,1,0,0,0,0,0
Bamboozled,Spike Lee,Spike Lee,Damon Wayans,3,1,2000s,135,10000000,6.3,2356,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,R,0,0,1,1,0,0
Bananas,Woody Allen,Woody Allen,Woody Allen,2,1,1970s,82,2000000,7.1,4252,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,PG-13,0,0,1,0,0,0
The Band Wagon,Betty Comden,Vincente Minnelli,Fred Astaire,1,1,1950s,111,2169120,7.5,1207,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,,0,0,1,0,0,0
Bandits,Harley Peyton,Barry Levinson,Bruce Willis,1,1,2000s,123,80000000,6.7,12382,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,PG-13,0,0,1,1,0,1
The Banger Sisters,Bob Dolman,Bob Dolman,Goldie Hawn,1,3,2000s,98,10000000,5.6,3189,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,R,0,0,1,1,0,0
Barbarella,Vittorio Bonicelli,Roger Vadim,Jane Fonda,1,2,1960s,98,9000000,5.6,4653,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,,0,0,0,0,0,0
Barbershop,Mark Brown,Tim Story,Cube Ice,3,3,2000s,102,12000000,6.6,4943,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,PG-13,0,0,1,1,0,0
Barbershop 2: Back in Business,Mark Brown,Kevin Sullivan,Cube Ice,3,3,2000s,106,18000000,5.7,1580,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,0
Barcelona,Whit Stillman,Whit Stillman,Taylor Nichols,3,2,1990s,101,3200000,6.6,1570,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,,0,0,1,1,0,1
Barry Lyndon,Stanley Kubrick,Stanley Kubrick,Ryan O'Neal,3,3,1970s,184,11000000,8,12285,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,34.5,,0,0,0,1,0,1
Barton Fink,Ethan Coen,Ethan Coen,John Turturro,2,3,1990s,116,9000000,7.5,10223,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,,0,0,0,1,0,0
Basic,James Vanderbilt,John McTiernan,John Travolta,1,1,2000s,98,50000000,6.2,8370,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,0,1,0,0
Basic Instinct,Joe Eszterhas,Paul Verhoeven,Michael Douglas,1,1,1990s,128,49000000,6.7,19520,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,R,0,0,0,0,0,0
Batman,Sam Hamm,Tim Burton,Michael Keaton,1,1,1980s,126,35000000,7.4,35927,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,1,0,0,0,0,0
Batman & Robin,Akiva Goldsman,Joel Schumacher,Arnold Schwarzenegger,1,3,1990s,125,110000000,3.6,28457,24.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,PG-13,1,0,0,0,0,0
Batman Forever,Janet Batchler,Joel Schumacher,Val Kilmer,1,3,1990s,122,100000000,5.4,24025,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,PG-13,1,0,0,0,0,1
Batman Returns,Sam Hamm,Tim Burton,Michael Keaton,1,1,1990s,126,80000000,6.5,23010,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,,1,0,0,0,0,1
Batoru rowaiaru,Kenta Fukasaku,Kinji Fukasaku,Tatsuya Fujiwara,3,2,2000s,122,4500000,7.9,12138,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,,1,0,0,1,0,0
Batoru rowaiaru II: Rekuiemu, , ,,3,3,2000s,155,9000000,4.8,2117,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,,1,0,0,0,0,0
Battle Beyond the Stars,Anne Dyer,Roger Corman,Richard Thomas,3,2,1980s,104,2000000,4.9,1059,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,,0,0,0,0,0,0
Battle for the Planet of the Apes,Pierre Boulle, Lee,Roddy McDowall,3,3,1970s,96,1800000,4.9,2335,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,,1,0,0,1,0,0
Battle of Britain,Derek Dempster,Guy Hamilton,Harry Andrews,3,3,1960s,151,12000000,6.7,1728,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,,1,0,0,1,0,0
The Battle of Shaker Heights,Erica Beeney,Efram Potelle,Shia LaBeouf,2,3,2000s,90,1000000,6,854,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,PG-13,0,0,1,1,0,1
Battlefield Earth: A Saga of the Year 3000, , ,,3,3,2000s,119,73000000,2.4,14970,45.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,PG-13,1,0,0,0,0,0
Be Cool,Elmore Leonard,F. Gray,John Travolta,1,3,2000s,118,53000000,5.5,4560,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,PG-13,0,0,1,0,0,0
The Beach, , ,,3,3,2000s,119,50000000,5.8,15020,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,R,0,0,0,1,0,0
Bean,Rowan Atkinson,Mel Smith,Rowan Atkinson,1,3,1990s,90,22000000,5.4,9018,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,0
Beat the Devil,Truman Capote,John Huston,Humphrey Bogart,1,1,1950s,100,1000000,6.6,1034,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,,0,0,1,1,0,1
Beautiful,Jon Bernstein,Sally Field,Minnie Driver,3,3,2000s,112,9000000,5.3,991,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,1,0,0
A Beautiful Mind,Akiva Goldsman,Ron Howard,Russell Crowe,1,1,2000s,135,60000000,7.8,43291,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,PG-13,0,0,0,1,0,0
Beavis and Butt-Head Do America,Mike Judge, de,Mike Judge,3,3,1990s,81,12000000,6.2,9491,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,PG-13,0,1,1,0,0,0
Becket,Edward Anhalt,Peter Glenville,Richard Burton,1,3,1960s,148,3000000,8,1538,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,,0,0,0,1,0,0
Bedazzled,Peter Cook,Harold Ramis,Brendan Fraser,2,1,2000s,93,48000000,5.9,11439,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG-13,0,0,1,0,0,0
Bedknobs and Broomsticks,Ted Berman,Robert Stevenson,Angela Lansbury,1,1,1970s,139,20000000,6.5,2614,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,,0,1,0,0,0,0
Beetle Juice, , ,,3,3,1980s,92,15000000,7.1,20966,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,,0,0,1,0,0,0
Before Sunrise,Kim Krizan,Richard Linklater,Ethan Hawke,1,1,1990s,105,2500000,7.8,9618,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,34.5,,0,0,0,1,0,1
Before Sunset,Julie Delpy,Richard Linklater,Ethan Hawke,1,1,2000s,80,10000000,8.3,8789,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,R,0,0,0,1,0,1
Behind Enemy Lines,Zak Penn,John Moore,Owen Wilson,1,3,2000s,106,40000000,6.1,10856,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG-13,1,0,0,1,0,0
Being Human, , ,,3,3,1990s,122,30000000,4.8,966,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,,0,0,1,1,0,0
Being John Malkovich,Charlie Kaufman,Spike Jonze,John Cusack,1,1,1990s,113,13000000,7.9,55079,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,,0,0,1,1,0,0
Being Julia,Ronald Harwood,Ted Post,James Franciscus,3,3,2000s,104,18000000,7.2,1671,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,1,1,0,0
Belly,Anthony Bodden,Hype Williams,DMX DMX,3,3,1990s,96,10000000,4.5,1034,14.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,R,0,0,0,1,0,0
Belly of the Beast, , ,,3,3,2000s,91,18000000,4.2,638,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,R,1,0,0,0,0,0
Beloved,Adam Brooks,Jonathan Demme,Yada Beener,3,1,1990s,172,53000000,5.6,1934,14.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,R,0,0,0,1,0,0
Ben-Hur, , ,,3,3,1920s,151,3900000,8,848,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,,0,0,0,1,0,1
Ben-Hur,Maxwell Anderson,William Wyler,Charlton Heston,1,1,1950s,214,15000000,8.1,21031,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,1,0,0,1,0,1
Beneath the Planet of the Apes,Mort Abrahams,Ted Post,James Franciscus,3,3,1970s,95,3000000,5.8,3568,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,,1,0,0,1,0,0
Benji,Joe Camp,Joe Camp,Patsy Garrett,3,3,1970s,86,500000,5.7,679,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,,0,0,0,0,0,0
Beowulf,(I) Anonymous,Graham Baker,Christopher Lambert,3,3,1990s,99,20000000,3.7,2058,24.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,R,1,0,0,0,0,0
Best Laid Plans,Ted Griffin,Mike Barker,Alessandro Nivola,3,3,1990s,92,7000000,6.3,1795,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,0,1,0,0
The Best Years of Our Lives,MacKinlay Kantor,William Wyler,Myrna Loy,1,1,1940s,172,2100000,8.4,6138,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,34.5,,0,0,0,1,0,1
Best in Show,Christopher Guest,Christopher Guest,Jay Brazeau,3,1,2000s,90,6000000,7.5,11790,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,24.5,14.5,PG-13,0,0,1,0,0,0
Better Luck Tomorrow,Ernesto Foronda,Justin Lin,Parry Shen,3,3,2000s,98,250000,7.3,2697,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,0,1,0,0
Beverly Hills Cop,Danilo Bach,Martin Brest,Eddie Murphy,1,2,1980s,105,15000000,7.1,16360,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,,1,0,1,0,0,0
Beverly Hills Cop II,Danilo Bach,Tony Scott,Eddie Murphy,1,1,1980s,100,20000000,5.8,10446,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,,1,0,1,0,0,0
Beverly Hills Cop III,Danilo Bach,John Landis,Eddie Murphy,1,1,1990s,104,50000000,4.7,6519,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,,1,0,1,0,0,0
Beyond Borders,Caspian Tredwell-Owen,Martin Campbell,Angelina Jolie,1,3,2000s,127,35000000,5.4,1905,14.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,R,0,0,0,1,0,1
Beyond Rangoon,Alex Lasker,John Boorman,Patricia Arquette,1,1,1990s,100,23000000,6.4,1285,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,R,0,0,0,1,0,0
Beyond Re-Animator,Xavier Berraondo,Brian Yuzna,Jeffrey Combs,3,3,2000s,96,3000000,6.1,908,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,R,0,0,1,0,0,0
Beyond the Mat,Barry Blaustein,Barry Blaustein,Barry Blaustein,3,3,1990s,108,500000,7.3,2243,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,R,0,0,0,0,1,0
Beyond the Sea,Lewis Colick,Kevin Spacey,Kevin Spacey,1,3,2000s,118,24000000,6.7,1051,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,24.5,PG-13,0,0,0,1,0,0
Beyond the Valley of the Dolls,Roger Ebert,Russ Meyer,Dolly Read,3,3,1970s,111,900000,5.4,1575,14.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,24.5,,0,0,1,1,0,0
Bicentennial Man,Isaac Asimov,Chris Columbus,Robin Williams,1,2,1990s,132,100000000,6.2,8925,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,PG,0,0,0,1,0,1
Big,Gary Ross,Penny Marshall,Tom Hanks,1,2,1980s,104,18000000,7.2,18660,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,,0,0,1,0,0,0
The Big Bounce,Sebastian Gutierrez,George Armitage,Owen Wilson,1,3,2000s,88,50000000,4.7,2505,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,0
Big Bully,Mark Johnson,Steve Miner,Rick Moranis,3,3,1990s,90,15000000,4.2,781,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,PG,0,0,1,1,0,0
Big Daddy,Steve Franks,Dennis Dugan,Adam Sandler,1,3,1990s,93,34200000,5.9,18258,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG-13,0,0,1,0,0,0
Big Fat Liar,Brian Robbins,Shawn Levy,Frankie Muniz,3,3,2000s,88,15000000,5.5,2453,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,PG,0,0,1,0,0,0
Big Fish,John August,Tim Burton,Ewan McGregor,1,1,2000s,125,70000000,8.1,31525,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,PG-13,0,0,1,1,0,0
The Big Hit,Ben Ramsey,Kirk Wong,Mark Wahlberg,1,3,1990s,91,13000000,5.7,6206,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,R,1,0,1,0,0,0
The Big Lebowski,Ethan Coen,Ethan Coen,Jeff Bridges,1,3,1990s,117,15000000,8,50179,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,34.5,R,0,0,1,0,0,0
Big Momma's House,Darryl Quarles,Raja Gosnell,Martin Lawrence,2,3,2000s,98,30000000,4.7,7509,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,0
The Big Picture,Christopher Guest,Christopher Guest,Kevin Bacon,1,1,1980s,100,5000000,6.4,1124,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,4.5,4.5,,0,0,1,1,0,1
The Big Tease,Craig Ferguson,Kevin Allen,Craig Ferguson,3,3,1990s,86,4000000,6.1,670,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,R,0,0,1,0,0,0
Big Trouble,Dave Barry,Barry Sonnenfeld,Tim Allen,2,2,2000s,85,40000000,6.4,4088,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,PG-13,0,0,1,0,0,0
Big Trouble in Little China,Gary Goldman,John Carpenter,Kurt Russell,1,1,1980s,99,25000000,6.7,10803,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,,1,0,1,0,0,0
Big Wednesday,Dennis Aaberg,John Milius,Jan-Michael Vincent,3,1,1970s,120,11000000,6.6,819,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,,0,0,1,1,0,0
Bill & Ted's Bogus Journey,Chris Matheson,Peter Hewitt,Keanu Reeves,1,3,1990s,93,20000000,5.6,8152,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,,0,0,1,0,0,0
Bill & Ted's Excellent Adventure,Chris Matheson,Stephen Herek,Keanu Reeves,1,3,1980s,90,10000000,6.6,12277,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,,0,0,1,0,0,0
Billy Elliot,Lee Hall,Stephen Daldry,Jamie Bell,3,2,2000s,110,5000000,7.7,16725,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,R,0,0,0,1,0,0
Billy Jack,Tom Laughlin,Tom Laughlin,Tom Laughlin,2,3,1970s,114,800000,5.5,994,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,,1,0,0,1,0,0
Bird,Joel Oliansky,Clint Eastwood,Forest Whitaker,1,1,1980s,161,9000000,7.1,1243,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,0
The Birds, Du,Alfred Hitchcock,Tippi Hedren,3,1,1960s,119,2500000,7.8,20072,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,0
Birth,Milo Addica,Jonathan Glazer,Nicole Kidman,1,3,2000s,100,20000000,6,2600,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,R,0,0,0,1,0,1
The Birth of a Nation, Dixon,D.W. Griffith,Lillian Gish,1,3,1910s,125,110000,7.1,2617,14.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,,0,0,0,1,0,0
Birthday Girl,Jez Butterworth,Jez Butterworth,Nicole Kidman,1,3,2000s,93,13000000,6.1,5340,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,1,1,0,1
